"","City","OtherName","Country","Latitude","Longitude","Certainty","year","pop"
"8538","Rotterdam","","Netherlands","51.9225","4.47917",1,1900,368000
"8539","Roubaix","Roubaix-Tourcoing","France","50.692706","3.177847",2,1900,267000
"8540","Rouen","","France","49.44313","1.09932",1,1900,185000
"8541","Ruhr","","Germany","51.407415","6.862626",1,1900,766000
"8542","Ryazan","","Russian Federation","54.609542","39.712586",1,1900,44000
"8543","s'Hertogenbosch","Bois-le-Duc","Netherlands","51.697819","5.303667",1,1900,32000
"8544","Saarbrucken","Saarbrücken ","Germany","49.2354","6.98165",1,1900,75000
"8545","Sagar","Saugor","India","23.83","78.71",2,1900,42000
"8546","Saginaw","Michigan","United States of America","43.41947","-83.950807",3,1900,42000
"8547","Saharanpur","","India","29.9679","77.54522",1,1900,65000
"8548","Saint Petersburg","Leningrad","Russian Federation","59.89444","30.26417",1,1900,1439000
"8549","Saint-Quentin","","France","49.847066","3.2874",1,1900,46000
"8550","Salem","","India","11.664325","78.146014",1,1900,70000
"8551","Salem","Massachusetts","United States of America","42.519539","-70.896717",1,1900,49000
"8552","Salt Lake City","Utah","United States of America","40.76078","-111.89105",1,1900,53000
"8553","Salvador","Sao Salvador, Bahia","Brazil","-12.97111","-38.51083",1,1900,205000
"8554","Salzburg","","Austria","47.79941","13.04399",1,1900,32000
"8555","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1900,58000
"8556","Sambhal","","India","28.58323","78.56689",3,1900,42000
"8557","San Antonio","Texas","United States of America","29.424122","-98.493628",1,1900,53000
"8558","San Francisco","California","United States of America","37.77493","-122.419416",1,1900,439000
"8559","San Juan","","Puerto Rico","18.45","-66.0667",1,1900,32000
"8560","San Luis Potosi","San Luis Potosí  ","Mexico","22.14993","-100.9828",1,1900,61000
"8561","San Salvador","","El Salvador","13.706899","-89.202258",1,1900,59000
"8562","San Sebastian","","Spain","43.31283","-1.97499",1,1900,30000
"8563","Sana'a ","Sanaa","Yemen","15.35472","44.20667",1,1900,58000
"8564","Sankt Gallen","","Switzerland","47.424482","9.376717",1,1900,33000
"8565","Santa Cruz","","Spain","28.466667","-16.25",3,1900,38000
"8566","Santander","","Spain","43.46472","-3.80444",1,1900,54000
"8567","Santiago","","Chile","-33.45","-70.666667",1,1900,290000
"8568","Santiago de Cuba","","Cuba","20.019833","-75.813917",1,1900,43000
"8569","Santiago de Queretaro","Santiago de Querétaro, Queretaro","Mexico","20.588792","-100.389889",2,1900,33000
"8570","Santos","","Brazil","-23.96083","-46.33361",1,1900,30000
"8571","Sao Luis","Maranhao, São Luís ","Brazil","-2.5283","-44.3044",3,1900,36000
"8572","Sao Paolo","São Paulo","Brazil","-23.5475","-46.63611",1,1900,239000
"8573","Sapporo","","Japan","43.06417","141.34694",1,1900,44000
"8574","Sarajevo","Bosna-Serai, Serajevo","Bosnia and Herzegovina","43.84864","18.35644",1,1900,44000
"8575","Saratov","","Russian Federation","51.54056","46.00861",1,1900,163000
"8576","Sasebo","","Japan","33.15917","129.72278",1,1900,49000
"8577","Sassari","","Italy","40.72722","8.56028",1,1900,32000
"8578","Savannah","Georgia","United States of America","32.08354","-81.09983",1,1900,54000
"8579","Schenectady","New York","United States of America","42.81424","-73.93957",1,1900,31000
"8580","Scranton","Pennsylvania","United States of America","41.40897","-75.66241",1,1900,144000
"8581","Seattle","Washington","United States of America","47.60621","-122.33207",1,1900,85000
"8582","Semarang","","Indonesia","-6.9932","110.4203",1,1900,89000
"8583","Sendai","","Japan","38.266667","140.866667",1,1900,90000
"8584","Seoul","Hanyang","Republic of Korea","37.56826","126.97783",1,1900,195000
"8585","Sevastopol","","Russian Federation","44.58883","33.5224",1,1900,57000
"8586","Shahjahanpur","","India","27.88142","79.9109",3,1900,76000
"8587","Shanghai","","China","31.22222","121.45806",1,1900,619000
"8588","Shaoxing","Shaohing","China","30","120.583333",1,1900,90000
"8589","Sheffield","","United Kingdom","53.381128","-1.470086",1,1900,403000
"8590","Shenyang","Fengtien, Mukden","China","41.79222","123.43278",1,1900,160000
"8591","Shikarpur","","Pakistan","27.95","68.65",2,1900,48000
"8592","Shimonoseki","","Japan","33.95","130.95",1,1900,68000
"8593","Shiraz","","Iran","29.61031","52.53114",1,1900,53000
"8594","Shizuoka","Sumpu","Japan","34.97712","138.383084",2,1900,43000
"8595","Shkoder","Shkodra, Scutari","Albania","42.0743","19.527661",1,1900,32000
"8596","Shuangcheng","Shuangchengpu","China","45.395992","126.293015",3,1900,37000
"8597","Sialkot","","Pakistan","32.5101","74.54313",1,1900,57000
"8598","Simferopol","","Crimea","44.952117","34.102417",1,1900,60000
"8599","Singapore","","Singapore","1.28967","103.85007",1,1900,193000
"8600","Sioux City","Iowa","United States of America","42.49999","-96.40031",1,1900,33000
"8601","Sivas","","Turkey","39.74833","37.01611",1,1900,43000
"8602","Smolensk","","Russian Federation","54.7818","32.0401",1,1900,57000
"8603","Smyrna","Izmir","Turkey","38.41273","27.13838",1,1900,201000
"8604","Sofia","","Bulgaria","42.69751","23.32415",1,1900,67000
"8605","Solapur","Sholapur","India","17.659919","75.906391",1,1900,63000
"8606","Solingen","","Germany","51.17343","7.0845",1,1900,45000
"8607","Sopron","","Hungary","47.68501","16.59049",1,1900,30000
"8608","South Bend","Indiana","United States of America","41.68338","-86.25001",1,1900,35000
"8609","Southampton","","United Kingdom","50.90395","-1.40428",3,1900,102000
"8610","Sovetsk","Tilsit","Russian Federation","55.083333","21.883333",2,1900,34000
"8611","Spokane","Washington","United States of America","47.65966","-117.42908",1,1900,36000
"8612","Springfield","Illinois","United States of America","39.783","-89.65",1,1900,34000
"8613","Springfield","Massachusetts","United States of America","42.112411","-72.547455",1,1900,88000
"8614","Springfield","Ohio","United States of America","39.926944","-83.804167",1,1900,38000
"8615","Srimantapur","Serampore, Serampur, Srirampur, Srirampore, Shreerampur, Shreerampore, Shrirampur, Shrirampore, Srerampore, Serampur","India","22.75","88.34",2,1900,75000
"8616","Srinagar","","India","34.08842","74.80298",1,1900,122000
"8617","St. Helens","Oregon","United States of America","45.859444","-122.816944",2,1900,83000
"8618","St. John","","Canada","45.273315","-66.063308",3,1900,40000
"8619","St. John's","","Canada","47.56494","-52.70931",3,1900,30000
"8620","St. Louis","Missouri","United States of America","38.626978","-90.199403",1,1900,614000
"8621","Stavanger","","Norway","58.97005","5.73332",1,1900,30000
"8622","Stavropol","","Russian Federation","45.049999","41.96667",1,1900,46000
"8623","Stockholm","","Sweden","59.33258","18.0649",1,1900,300000
"8624","Stoke","","United Kingdom","53.25","-2.86667",1,1900,205000
"8625","Stralsund","","Germany","54.30911","13.0818",1,1900,31000
"8626","Strasbourg","Strassburg","France","48.58342","7.74296",1,1900,172000
"8627","Stuttgart","","Germany","48.78232","9.17702",1,1900,224000
"8628","Subotica","Szabadka, Maria Theresiopel","Serbia","46.100278","19.665556",2,1900,81000
"8629","Sunderland","","United Kingdom","54.90465","-1.38222",2,1900,144000
"8630","Surabaya","Soerabaja","Indonesia","-7.24917","112.75083",1,1900,146000
"8631","Surakarta","Soerakarta","Indonesia","-7.55611","110.83167",1,1900,109000
"8632","Surat","","India","21.19594","72.83023",1,1900,128000
"8633","Suzhou","Soochow","China","31.3","120.6",1,1900,280000
"8634","Swansea","","Wales","51.62079","-3.94323",1,1900,91000
"8635","Swatow","Shantou","China","23.353299","116.681838",2,1900,40000
"8636","Swindon","","United Kingdom","51.55797","-1.78116",1,1900,44000
"8637","Sydney","","Australia","-33.86785","151.20732",1,1900,478000
"8638","Syracuse","","Greece","37.06082237","15.29420264",2,1900,108000
"8639","Syzran","","Russian Federation","53.166667","48.466667",1,1900,33000
"8640","Szczecin","Stettin","Poland","53.416667","14.583333",2,1900,210000
"8641","Szeged","Szegedin","Hungary","46.255","20.145",2,1900,100000
"8642","Szekesfehervar","Székesfehérvár ","Hungary","47.18995","18.41034",1,1900,30000
"8643","Szentes","","Hungary","46.65627","20.27201",1,1900,31000
"8644","Tabriz","","Iran","38.08","46.2919",1,1900,175000
"8645","Tacoma","Washington","United States of America","47.25288","-122.44429",1,1900,37000
"8646","Taganrog","","Russian Federation","47.23617","38.89688",1,1900,58000
"8647","Taian","Shandong province","China","36.2","117.083333",2,1900,45000
"8648","Tainan City","Taiwan","China","22.983333","120.18333",3,1900,45000
"8649","Taipei","","Taiwan","25.04776","121.53185",1,1900,80000
"8650","Taiyuan","","China","37.87059","112.548879",1,1900,60000
"8651","Takamatsu","","Japan","34.342788","134.046574",1,1900,34000
"8652","Takaoka","","Japan","36.75","137.01667",1,1900,31000
"8653","Takasaki","","Japan","36.33333","139.01667",1,1900,31000
"8654","Talca","","Chile","-35.4264","-71.65542",1,1900,39000
"8655","Tallinn","Reval","Estonia","59.436961","24.753575",1,1900,66000
"8656","Tambov","","Russian Federation","52.73169","41.44326",1,1900,49000
"8657","Tammerfors","Tampere","Finland","61.498151","23.761025",1,1900,40000
"8658","Tangier","","Morocco","35.76727","-5.79975",1,1900,30000
"8659","Tanta","","Egypt","30.783333","31",2,1900,56000
"8660","Tarnow","","Poland","50.0125","20.988611",2,1900,31000
"8661","Tartu","Dorpat","Estonia","58.380685","26.725015",1,1900,42000
"8662","Tashkent","","Uzbekistan","41.26465","69.21627",1,1900,180000
"8663","Taunton","Massachusetts","United States of America","41.9","-71.090278",1,1900,31000
"8664","Tbilisi","Tiflis","Georgia","41.709975","44.792989",1,1900,175000
"8665","Tehran","Teheran","Iran","35.69439","51.42151",1,1900,150000
"8666","Teresina","Therezina","Brazil","-5.089212","-42.801627",1,1900,45000
"8667","Ternopol","Tarnopol","Ukraine","49.48479","25.621045",1,1900,30000
"8668","Terre Haute","Indiana","United States of America","39.4667","-87.41391",1,1900,36000
"8669","Thanjavur","Tanjore","India","10.786999","79.137827",1,1900,57000
"8670","The Hague","s-Gravenhage","Netherlands","52.070492","4.300694",1,1900,236000
"8671","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1900,140000
"8672","Thiruvananthapuram","Trivandrum","India","8.487495","76.948623",3,1900,57000
"8673","Tianjin","Tientsin","China","39.14222","117.17667",1,1900,700000
"8674","Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,1900,50000
"8675","Tilburg","","Netherlands","51.55551","5.0913",1,1900,41000
"8676","Timisoara","Temesvar","Romania","45.755533","21.23",2,1900,53000
"8677","Tiruchirappalli","Trichinopoly","India","10.805","78.685556",3,1900,103000
"8678","Tokushima","","Japan","34.070269","134.554844",1,1900,62000
"8679","Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,1900,1497000
"8680","Toledo","Ohio","United States of America","41.571019","-83.966889",1,1900,131000
"8681","Tomsk","","Russian Federation","56.49771","84.97437",1,1900,63000
"8682","Tonk","","India","26.16638","75.78824",2,1900,39000
"8683","Topeka","Kansas","United States of America","39.04833","-95.67804",1,1900,33000
"8684","Toronto","","Canada","43.70011","-79.4163",1,1900,205000
"8685","Torquay","","United Kingdom","50.4792","-3.5305",3,1900,33000
"8686","Toulon","","France","43.11667","5.93333",1,1900,78000
"8687","Toulouse","","France","43.60426","1.44367",1,1900,127000
"8688","Tournai","Doornik","Belgium","50.60715","3.38932",1,1900,35000
"8689","Tours","","France","47.38333","0.68333",1,1900,64000
"8690","Toyama","","Japan","36.695952","137.213677",3,1900,57000
"8691","Trabzon","Trebizond","Turkey","41.00145","39.717806",3,1900,40000
"8692","Trapani","","Italy","38.01584","12.51077",1,1900,45000
"8693","Trenton","","United States of America","40.2237","-74.764",1,1900,73000
"8694","Trier","Treves","Germany","49.75565","6.63935",1,1900,43000
"8695","Trieste","Triest","Italy","45.633333","13.8",2,1900,132000
"8696","Tripoli","","Libya","32.876175","13.187508",1,1900,30000
"8697","Trondheim","","Norway","63.43049","10.39506",1,1900,38000
"8698","Troy","New York","United States of America","42.728411","-73.691786",1,1900,114000
"8699","Troyes","","France","48.3","4.08333",1,1900,53000
"8700","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1900,50000
"8701","Tsu","","Japan","34.716667","136.5",2,1900,34000
"8702","Tucuman","Tucumán ","Argentina","-26.808285","-65.21759",1,1900,42000
"8703","Tula","","Russian Federation","54.107722","37.573261",1,1900,109000
"8704","Tunis","","Tunisia","36.818811","10.165961",1,1900,156000
"8705","Turin","","Italy","45.07049","7.68682",1,1900,330000
"8706","Tver","Kalinin  ","Russian Federation","56.858722","35.917597",1,1900,53000
"8707","Udaipur","","India","24.57127","73.691544",3,1900,46000
"8708","Ufa","","Russian Federation","54.78517","56.04562",1,1900,49000
"8709","Ujjain","","India","23.18239","75.77643",3,1900,39000
"8710","Ulaanbaatar","Ulan Bator, Urga","Mongolia","47.92","106.92",3,1900,38000
"8711","Ulm","","Germany","48.39841","9.99155",1,1900,52000
"8712","Ulyanovsk","Simbirsk","Russian Federation","54.316684","48.383413",1,1900,44000
"8713","Uralsk","Oral","Kazakhstan","51.233333","51.366667",1,1900,38000
"8714","Urmieh","Urmia","Iran","37.555278","45.072499",3,1900,35000
"8715","Urumqi","Ürümqi, Tihwa, Bishbaliq, Urumchi","China","43.825644","87.616822",1,1900,50000
"8716","Usti nad Labem","Aussig","Czech Republic","50.661116","14.053146",1,1900,37000
"8717","Utica","New York","United States of America","43.096569","-75.231887",1,1900,56000
"8718","Utrecht","","Netherlands","52.09083","5.12222",1,1900,104000
"8719","Utsunomiya","Utsonomiya","Japan","36.555112","139.882807",1,1900,36000
"8720","Uwajima","Uajima","Japan","33.22334","132.560558",3,1900,36000
"8721","Vadodara","Baroda","India","22.30731","73.181098",3,1900,105000
"8722","Valencia","","Spain","39.469908","-0.376289",1,1900,213000
"8723","Valencia","","Venezuela","10.174124","-67.999519",1,1900,38000
"8724","Valladolid","","Spain","41.65518","-4.72372",1,1900,68000
"8725","Valletta","Valetta","Malta","35.89972","14.51472",1,1900,61000
"8726","Valparaiso","","Chile","-33.05","-71.6167",1,1900,145000
"8727","Varanasi","Benares","India","25.317645","82.973914",2,1900,211000
"8728","Varna","","Bulgaria","43.21667","27.91667",1,1900,33000
"8729","Vellore","","India","12.9184","79.13255",1,1900,43000
"8730","Venice","","Italy","45.440847","12.315514",1,1900,171000
"8731","Verona","","Italy","45.43419","10.99779",1,1900,66000
"8732","Verviers","","Belgium","50.58907","5.86241",1,1900,49000
"8733","Viborg","","Denmark","56.45319","9.40201",1,1900,31000
"8734","Vicenza","","Italy","45.545478","11.535422",1,1900,32000
"8735","Vienna","Wien","Austria","48.20849","16.37208",1,1900,1698000
"8736","Vilnius","Vilna","Lithuania","54.683333","25.283333",1,1900,162000
"8737","Visakhapatnam","Vizagapatam","India","17.686816","83.218482",2,1900,40000
"8738","Vitebsk","","Belarus","55.1904","30.2049",1,1900,73000
"8739","Vizianagaram","","India","18.107187","83.395302",3,1900,36000
"8740","Vladikavkatz","","Russian Federation","43.083295","44.649944",1,1900,49000
"8741","Vladimir","","Russian Federation","56.13655","40.39658",1,1900,32000
"8742","Vladivostok","","Russian Federation","43.10562","131.87353",1,1900,38000
"8743","Volgograd","Stalingrad, Tsaritsyn","Russian Federation","48.71939","44.50184",2,1900,67000
"8744","Voronezh","","Russian Federation","51.67204","39.1843",1,1900,84000
"8745","Wakayama","","Japan","34.225986","135.167508",1,1900,65000
"8746","Wakefield","","United Kingdom","53.6801","-1.492",2,1900,40000
"8747","Wanxian","Wanhsien","China","30.9","108.467",3,1900,70000
"8748","Warrington","","United Kingdom","53.39254","-2.58024",1,1900,63000
"8749","Warsaw","","Poland","52.22977","21.01178",1,1900,724000
"8750","Washington D.C.","Washington","United States of America","38.914144","-77.0234",1,1900,278000
"8751","Waterbury","Connecticut","United States of America","41.55815","-73.0515",2,1900,51000
"8752","Weihai","Weihaiwei","China","37.516667","122.116667",3,1900,30000
"8753","Weisbaden","Lainz-Weisbaden","Germany","50.06308","8.243344",1,1900,193000
"8754","Wellington","","New Zealand","-41.286452","174.776253",1,1900,48000
"8755","Wenzhou","Wenchow, Luchow","China","27.99942","120.66682",1,1900,80000
"8756","Wheeling","West Virginia","United States of America","40.063962","-80.720915",3,1900,65000
"8757","Wigan","","United Kingdom","53.53333","-2.61667",1,1900,60000
"8758","Wilkes-Barre","Pennsylvania","United States of America","41.245915","-75.88131",1,1900,109000
"8759","Winnipeg","","Canada","49.8844","-97.14704",1,1900,41000
"8760","Worcester","","United Kingdom","52.18935","-2.22001",2,1900,46000
"8761","Worcester","","United States of America","42.266667","-71.8",1,1900,118000
"8762","Worms","","Germany","49.63278","8.35916",1,1900,40000
"8763","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1900,422000
"8764","Wuhan","Wuchang","China","30.58333","114.26667",1,1900,450000
"8765","Wuhu","","China","31.33728","118.37351",1,1900,80000
"8766","Wuppertal","Barmen-Elberfeld","Germany","51.268752","7.18026",2,1900,298000
"8767","Wurzburg","Würzburg ","Germany","49.791558","9.953694",1,1900,75000
"8768","Wuxi","Jiangsu province, Wuchang, Wuhsi","China","31.49117","120.31191",1,1900,200000
"8769","Wuzhou","Wuchow","China","23.476963","111.279115",2,1900,50000
"8770","Xiamen","Amoy, Hsiamen","China","24.47979","118.08187",1,1900,100000
"8771","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1900,250000
"8772","Xiangyang","Siangfan, Siangyang","China","32.017","112.133",3,1900,70000
"8773","Xingtai","Shunteh","China","37.0631","114.494",3,1900,32000
"8774","Xining","","China","36.61667","101.76667",1,1900,60000
"8775","Xuzhou","Suchow, Suifu, Hsuchow","China","34.26","117.21",1,1900,45000
"8776","Yadz","Yezd","Iran","31.896611","54.360681",1,1900,50000
"8777","Yamagata","","Japan","38.243127","140.341385",1,1900,36000
"8778","Yangon","","Myanmar","16.80528","96.15611",1,1900,229000
"8779","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1900,60000
"8780","Yarkand","Yarcant","China","38.414289","77.246006",2,1900,70000
"8781","Yaroslavl","","Russian Federation","57.626072","39.884464",2,1900,76000
"8782","Yekaterinburg","Ekaterinburg","Russian Federation","56.833333","60.6",1,1900,54000
"8783","Yelets","Elets","Russian Federation","52.616667","38.466667",2,1900,38000
"8784","Yichang","Ichang","China","30.716667","111.283333",2,1900,35000
"8785","Yogyakarta","Jogjakarta","Indonesia","-7.797139","110.368833",1,1900,72000
"8786","Yokohama","","Japan","35.443708","139.638026",1,1900,245000
"8787","Yonezawa","","Japan","37.91667","140.11667",1,1900,31000
"8788","York","","United Kingdom","53.962301","-1.081884",1,1900,76000
"8789","Youngstown","Ohio  ","United States of America","41.1","-80.65",1,1900,44000
"8790","Zacatecas","","Mexico","22.76843","-102.58141",1,1900,39000
"8791","Zagazig","","Egypt","30.58768","31.502",1,1900,35000
"8792","Zagreb","","Croatia","45.81444","15.97798",1,1900,61000
"8793","Zanzibar","","Tanzania","-6.16394","39.19793",1,1900,40000
"8794","Zaragoza","","Spain","41.648792","-0.889581",1,1900,99000
"8795","Zaria","","Nigeria","11.11128","7.7227",1,1900,40000
"8796","Zhangjiakou","Kalgan","China","40.824418","114.887543",2,1900,60000
"8797","Zhangye","Kanchow","China","38.93333","100.45",3,1900,50000
"8798","Zhitomir","","Ukraine","50.25465","28.658667",1,1900,80000
"8799","Zhongshan","Chungshan","China","22.517646","113.392782",3,1900,53000
"8800","Zittau","","Germany","50.89772","14.80764",1,1900,30000
"8801","Zunyi","Tsunyi","China","27.6866667","106.9072222",3,1900,45000
"8802","Zurich","","Switzerland","47.36667","8.55",1,1900,150000
"8803","Zwickau","","Germany","50.72724","12.48839",1,1900,62000
"8804","Amber","Amer","India","26.985847","75.888251",3,1901,4956
"8805","Anantpur","Penugonda, Penukonda ","India","14.08339","77.59588",3,1901,6806
"8806","Aurangabad","","India","19.876165","75.343314",1,1901,30219
"8807","Badami","Vatapi","India","15.91495","75.67683",2,1901,4482
"8808","Belur","","India","13.16558","75.86519",3,1901,3862
"8809","Daulatabad","Deogiri","India","19.942724","75.213164",3,1901,1357
"8810","Kalyan","","India","19.2437","73.13554",1,1901,11191
"8811","Maheshwar","","India","22.17592","75.58715",1,1901,7042
"8812","Multan","","Pakistan","30.19556","71.47528",1,1901,87000
"8813","Raichur","","India","16.2047","77.354",1,1901,22165
"8814","Rajmahal","","India","25.05303","87.83048",3,1901,2047
"8815","Srinagar","","India","34.08842","74.80298",1,1901,122618
"8816","Vicenza","","Italy","45.545478","11.535422",1,1901,32200
"8817","Wuzhou","Wuchow","China","23.476963","111.279115",2,1901,65000
"8818","Badajoz","","Spain","38.87789","-6.97061",1,1905,25012
"8819","Bhaktapur","Bhatgaon, Bhadgaon","Nepal","27.672222","85.427778",1,1905,35000
"8820","Kathmandu","Katmandu","Nepal","27.7","85.333333",1,1905,40000
"8821","Limoges","","France","45.83153","1.2578",1,1906,75906
"8822","Jilin","Kirin","China","43.896536","125.32599",3,1907,75463
"8823","Liaoyang","","China","41.266667","123.183333",1,1908,39000
"8824","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1910,55514
"8825","Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,1910,53320
"8826","Lhasa","","China","29.645563","91.140749",1,1910,30000
"8827","Prizren","Frizren","Serbia","42.21389","20.73972",1,1910,30285
"8828","Sana'a ","Sanaa","Yemen","15.35472","44.20667",1,1910,18000
"8829","Anqing","Anking","China","30.50917","117.05056",1,1911,70000
"8830","Mengo","hill/area in Kampala","Uganda","0.346667","32.605556",3,1911,32441
"8831","Tripoli","","Libya","32.876175","13.187508",1,1911,29761
"8832","Guangzhou","Canton","China","23.11667","113.25",1,1912,675000
"8833","Amsterdam","","Netherlands","52.37403","4.88969",1,1914,601000
"8834","Baltimore","Maryland","United States of America","39.29038","-76.61219",1,1914,579000
"8835","Barcelona","","Spain","41.38879","2.15899",1,1914,626000
"8836","Beijing","Peking","China","39.9075","116.39723",1,1914,1000000
"8837","Berlin","","Germany","52.52437","13.41053",1,1914,3500000
"8838","Birmingham","","United Kingdom","52.48142","-1.89983",1,1914,1500000
"8839","Boston","","United States of America","42.358431","-71.059772",1,1914,1304000
"8840","Brussel","Brussels","Belgium","50.85045","4.34878",1,1914,685000
"8841","Budapest","","Hungary","47.49801","19.03991",1,1914,1050000
"8842","Buenos Aires","","Argentina","-34.61315","-58.37723",1,1914,1630000
"8843","Buffalo","","United States of America","42.9047","-78.8494",1,1914,460000
"8844","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1914,735000
"8845","Calcutta","Kolkata","India","22.56263","88.36304",1,1914,1400000
"8846","Chengdu","","China","30.66667","104.06667",1,1914,306423
"8847","Chicago","Illinois","United States of America","41.85003","-87.65005",1,1914,2420000
"8848","Chorzow","Konigshutte","Poland","50.3","18.95",3,1914,500000
"8849","Cincinnati","","United States of America","39.162","-84.45689",1,1914,515000
"8850","Cleveland","Ohio","United States of America","41.499495","-81.695409",1,1914,650000
"8851","Cologne","Koln, Coln","Germany","50.937531","6.960278",1,1914,621000
"8852","Copenhagen","","Denmark","55.67594","12.56553",1,1914,620000
"8853","Detroit","Michigan","United States of America","42.33143","-83.04575",1,1914,552000
"8854","Dresden","","Germany","51.05089","13.73832",1,1914,618000
"8855","Frankfurt am Main","","Germany","50.110922","8.682128",1,1914,550000
"8856","Glasgow","","United Kingdom","55.86515","-4.25763",1,1914,1125000
"8857","Guangzhou","Canton","China","23.11667","113.25",1,1914,700000
"8858","Hamburg","","Germany","53.57532","10.01534",1,1914,1300000
"8859","Hyderabad","","India","17.38405","78.45636",1,1914,505000
"8860","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1914,1125000
"8861","Kiev","","Ukraine","50.45466","30.5238",1,1914,625000
"8862","Kobe","Hyogo","Japan","34.691269","135.183072",1,1914,458000
"8863","Kyoto","","Japan","35.02107","135.75385",1,1914,517000
"8864","Leeds","","United Kingdom","53.79648","-1.54785",1,1914,470000
"8865","Leipzig","","Germany","51.33962","12.37129",1,1914,618000
"8866","Lisbon","","Portugal","38.71667","-9.13333",1,1914,455000
"8867","Liverpool","","United Kingdom","53.408372","-2.991572",1,1914,1300000
"8868","Lodz","","Poland","51.75","19.46667",1,1914,525000
"8869","London","","United Kingdom","51.511214","-0.119825",1,1914,7419000
"8870","Los Angeles","California","United States of America","34.052234","-118.243685",1,1914,480000
"8871","Lyon","","France","45.74846","4.84671",1,1914,615000
"8872","Madras","","India","13.08784","80.27847",1,1914,522000
"8873","Madrid","","Spain","40.416775","-3.703789",1,1914,623000
"8874","Manchester","","United Kingdom","53.48095","-2.23743",1,1914,1600000
"8875","Marseille","","France","43.29695","5.38107",1,1914,568000
"8876","Melbourne","","Australia","-37.814","144.96332",1,1914,651000
"8877","Mexico City","Tenochtitlan","Mexico","19.42847","-99.12766",1,1914,600000
"8878","Milan","","Italy","45.465453","9.198786",1,1914,655000
"8879","Minneapolis","Minnesota","United States of America","39.12194","-93.265011",1,1914,580000
"8880","Montreal","Montréal","Canada","45.50884","-73.58781",1,1914,526000
"8881","Moscow","","Russian Federation","55.75222","37.61556",1,1914,1805000
"8882","Mumbai","Bombay","India","19.07283","72.88261",1,1914,1080000
"8883","Munich","","Germany","48.136739","11.576756",1,1914,642000
"8884","Naples","","Italy","40.851775","14.268122",1,1914,691000
"8885","New York","New York","United States of America","40.714353","-74.005972",1,1914,6700000
"8886","Newcastle upon Tyne","","United Kingdom","54.978253","-1.617781",2,1914,700000
"8887","Osaka","","Japan","34.693216","135.502082",1,1914,1480000
"8888","Paris","","France","48.856614","2.352222",1,1914,4000000
"8889","Philadelphia","Pennsylvania","United States of America","39.95","-75.1667",1,1914,17600000
"8890","Pittsburgh","Pennsylvania","United States of America","40.44062","-79.99589",1,1914,775000
"8891","Prague","","Austria","50.08804","14.42076",1,1914,670000
"8892","Rhondda","","Wales","51.65896","-3.44885",1,1914,510000
"8893","Rio de Janeiro","","Brazil","-22.90278","-43.2075",1,1914,1090000
"8894","Rome","","Italy","41.89474","12.4839",1,1914,570000
"8895","Rotterdam","","Netherlands","51.9225","4.47917",1,1914,500000
"8896","Ruhr","","Germany","51.407415","6.862626",1,1914,1800000
"8897","San Francisco","California","United States of America","37.77493","-122.419416",1,1914,709000
"8898","Shanghai","","China","31.22222","121.45806",1,1914,1000000
"8899","Sheffield","","United Kingdom","53.381128","-1.470086",1,1914,525000
"8900","St. Louis","Missouri","United States of America","38.626978","-90.199403",1,1914,804000
"8901","Sydney","","Australia","-33.86785","151.20732",1,1914,725000
"8902","Tianjin","Tientsin","China","39.14222","117.17667",1,1914,785000
"8903","Tokyo","Yedo, Edo","Japan","35.6895","139.69171",1,1914,3500000
"8904","Warsaw","","Poland","52.22977","21.01178",1,1914,906000
"8905","Wroclaw","Breslau","Germany","51.116667","17.033333",3,1914,543000
"8906","Wuhan","Wuchang","China","30.58333","114.26667",1,1914,700000
"8907","Jaen","Jaén ","Spain","37.76922","-3.79028",1,1920,30727
"8908","Changchun","Hsinking, Kwangchingtsu","China","43.9","125.2",1,1922,56000
"8909","Changzhou","Changchow, Jiangsu province","China","31.77358","119.95401",1,1922,56000
"8910","Penglai","Tengchow","China","37.8086111","120.7508333",2,1922,60000
"8911","Pochow","","China","33.8772222","115.7702778",3,1922,80000
"8912","Adelaide","","Australia","-34.92866","138.59863",1,1925,303000
"8913","Agra","","India","27.18333","78.01667",1,1925,207000
"8914","Ahmedabad","Asawal","India","23.039568","72.566004",1,1925,293000
"8915","Akron","Ohio","United States of America","41.0731","-81.5178",1,1925,233000
"8916","Alexandria","","Egypt","31.200092","29.918739",1,1925,540000
"8917","Algiers","","Algiers","36.7525","3.04197",1,1925,2220000
"8918","Amritsar","","India","31.63661","74.87476",1,1925,212000
"8919","Amsterdam","","Netherlands","52.37403","4.88969",1,1925,718000
